Evaluacion,Grado10,Grado20,Grado30,Grado40,Grado50,Grado60,Grado70,Grado80,Grado90,Grado100,Grado110,Grado120,Grado130,Grado140,Grado150,Grado160,Grado170,Grado180,Grado190,Grado200,Grado210,Grado220,Grado230,Grado240,Grado250,Grado260,Grado270,Grado280,Grado290,Grado300,Grado310,Grado320,Grado330,Grado340,Grado350,Grado360,Grado370,Grado380,Grado390,Grado400,Grado410,Grado420,Grado430,Grado440,Grado450,Grado460,Grado470,Grado480,Grado490,Grado500,Grado510,Grado520,Grado530,Grado540,Grado550,Grado560,Grado570,Grado580,Grado590,Grado600,Grado610,Grado620,Grado630,Grado640,Grado650,Grado660,Grado670,Grado680,Grado690,Grado700,Grado710,Grado720,Grado730,Grado740,Grado750,Grado760,Grado770,Grado780,Grado790,Grado800,Grado810,Grado820,Grado830,Grado840,Grado850,Grado860,Grado870,Grado880,Grado890,Grado900,Grado910,Grado920,Grado930,Grado940,Grado950,Grado960,Grado970,Grado980,Grado990,Grado1000
632,700,1800,3000,5000,7400,10100,13500,17400,21900,26900,32400,38400,44700,51700,59300,67400,76000,85200,100300,117200,116300,127600,139600,167200,165300,178900,193000,207900,232600,239100,263900,272400,298000,308100,335100,345800,365800,393900,414600,428300,458400,480600,503400,527100,551200,576800,609300,631600,657300,688600,708900,737200,765000,800800,823900,860700,885100,922600,947900,982500,1.0295e+06,1.047e+06,1.0906e+06,1.1227e+06,1.1579e+06,1.1937e+06,1.4196e+06,1.2677e+06,1.3326e+06,1.3422e+06,1.3808e+06,1.4232e+06,1.4703e+06,1.5097e+06,1.5543e+06,1.5906e+06,1.6357e+06,1.6802e+06,1.7274e+06,1.8393e+06,1.8107e+06,1.8465e+06,1.9122e+06,1.9464e+06,1.9859e+06,2.3197e+06,2.1254e+06,2.3418e+06,2.3545e+06,2.3635e+06,2.7196e+06,2.6913e+06,2.8492e+06,2.9219e+06,2.8455e+06,2.6694e+06,2.7137e+06,2.6538e+06,2.7125e+06,2.7615e+06
633,900,2500,4400,7700,9900,13100,17100,39000,27300,33600,40600,48200,56100,64800,74200,84400,112300,108000,119500,107100,117900,129400,141400,167300,165900,179300,203600,207900,223300,239100,255400,279800,290000,315100,333800,345600,372300,392600,406600,434900,457600,481800,504100,550100,559900,584300,609800,629200,653200,679500,707100,737100,770000,792800,822500,858400,897800,915100,953500,979200,1.0183e+06,1.0522e+06,1.0868e+06,1.1211e+06,1.156e+06,1.1919e+06,1.2285e+06,1.273e+06,1.3112e+06,1.3435e+06,1.3811e+06,1.4257e+06,1.4606e+06,1.8441e+06,1.8722e+06,1.9578e+06,1.828e+06,1.8172e+06,1.9563e+06,1.8322e+06,2.1592e+06,2.3213e+06,2.3684e+06,2.3835e+06,2.4463e+06,2.6155e+06,2.6126e+06,2.6104e+06,2.7402e+06,2.8113e+06,2.8626e+06,2.9257e+06,2.9904e+06,3.0704e+06,3.0161e+06,3.1945e+06,3.2315e+06,3.0913e+06,3.2202e+06,3.1719e+06
634,800,2300,3200,5400,7700,10500,13600,17300,21800,26900,32500,38600,44900,51800,73600,67400,76100,85200,101900,106900,117900,129100,141300,152800,179700,179000,193300,217000,223300,246500,255600,282800,271800,318700,326600,353200,372600,385900,416000,436500,458000,489000,495800,519400,550300,575200,600200,626000,652500,679600,724200,836000,765200,798800,823500,852600,890200,921000,946800,987100,1.0186e+06,1.0459e+06,1.0864e+06,1.121e+06,1.1561e+06,1.1913e+06,1.2441e+06,1.2651e+06,1.3085e+06,1.3404e+06,1.3788e+06,1.4242e+06,1.4582e+06,1.5045e+06,1.5392e+06,1.5865e+06,1.6284e+06,1.6728e+06,1.7137e+06,1.7572e+06,1.8023e+06,1.8461e+06,1.8909e+06,1.9404e+06,1.987e+06,2.0363e+06,2.0779e+06,2.1317e+06,2.179e+06,2.2349e+06,2.2781e+06,2.3294e+06,2.3786e+06,2.4291e+06,2.4848e+06,2.8753e+06,2.5956e+06,2.6414e+06,2.701e+06,2.7495e+06
635,700,2200,3300,5300,7800,10800,14100,18100,22600,27400,33000,39100,45600,52700,60200,68100,76800,86100,95800,115300,116900,128400,140300,162400,166000,179500,203100,208700,233400,239600,265300,273000,300200,320100,328300,362200,383000,386500,417000,435300,456900,479700,495400,526100,550100,575000,600100,626100,658300,681600,647700,754700,765400,794200,829700,853100,890500,915700,953800,986200,1.0133e+06,1.0526e+06,1.0972e+06,1.1701e+06,1.4481e+06,1.494e+06,1.5373e+06,1.5331e+06,1.6375e+06,1.6779e+06,1.5914e+06,1.6915e+06,1.7064e+06,1.8676e+06,1.881e+06,1.943e+06,2.1008e+06,2.0351e+06,2.1113e+06,2.1989e+06,2.2555e+06,2.3093e+06,2.3863e+06,2.3867e+06,2.5149e+06,2.5526e+06,2.6124e+06,2.6826e+06,2.7292e+06,2.7898e+06,2.8894e+06,2.9246e+06,3.0004e+06,3.0528e+06,3.1053e+06,3.029e+06,3.2908e+06,3.3305e+06,3.395e+06,3.5562e+06
636,900,2700,4400,6900,9700,13300,17800,22800,22900,27700,46600,39300,45100,52200,59500,67500,76100,95100,95000,105400,116200,127600,147300,152300,165300,186200,193200,210700,230700,239100,262600,272500,296900,308200,349500,348800,372900,393400,414100,428500,457400,479800,503000,526700,550700,575500,600900,626500,661400,684400,707900,755900,766000,793400,828900,852500,889400,914700,952800,985700,1.0132e+06,1.0414e+06,1.0939e+06,1.1234e+06,1.156e+06,1.192e+06,1.228e+06,1.2648e+06,1.3085e+06,1.3407e+06,1.3786e+06,1.4248e+06,1.4635e+06,1.514e+06,1.5391e+06,1.5873e+06,1.6293e+06,1.6653e+06,1.7083e+06,1.772e+06,1.9308e+06,1.8778e+06,1.891e+06,1.9377e+06,1.9833e+06,2.0353e+06,2.0857e+06,2.1313e+06,2.1733e+06,2.2216e+06,2.2787e+06,2.3299e+06,2.3862e+06,2.4364e+06,2.484e+06,2.5362e+06,2.5918e+06,2.6717e+06,3.3049e+06,2.7682e+06
637,700,1700,3300,5000,7300,10300,13700,17600,21900,27000,32300,39600,45300,52100,59300,67400,77800,85300,95300,105500,116300,127700,151400,152200,165300,186800,193100,207900,230300,239100,262600,272400,297100,308000,333700,353200,365600,393200,414800,428000,457200,479300,520400,527400,551000,575400,600400,626400,652400,679600,706900,741400,764000,792400,829200,852500,889400,914600,959900,985000,1.0124e+06,1.0518e+06,1.0879e+06,1.1209e+06,1.156e+06,1.4627e+06,1.5395e+06,1.5336e+06,1.3932e+06,1.4388e+06,1.5972e+06,1.6089e+06,1.7134e+06,1.83e+06,1.8777e+06,1.9164e+06,1.9643e+06,2.0089e+06,2.0408e+06,1.9947e+06,1.9864e+06,2.0481e+06,1.9826e+06,1.977e+06,2.2313e+06,2.2936e+06,2.6212e+06,2.6702e+06,2.7689e+06,2.7938e+06,2.863e+06,2.925e+06,3.0221e+06,3.1003e+06,3.1732e+06,3.2315e+06,3.2514e+06,3.3261e+06,3.5145e+06,3.4402e+06
638,900,2100,3300,5300,7500,10200,13700,17400,21900,26900,32500,38700,46100,53600,89100,68800,76500,107000,118700,131600,145300,159600,174600,202300,206500,223700,252800,259700,279000,298800,319500,351700,307200,346300,419300,432300,367300,401000,417200,436000,449800,479400,502400,525900,550100,574700,600200,626000,652200,679600,713000,734900,786500,2.1062e+06,816400,845800,877000,907700,960400,986600,1.2401e+06,1.2773e+06,1.4049e+06,1.4034e+06,1.4207e+06,1.458e+06,1.5057e+06,1.5415e+06,1.5889e+06,1.626e+06,1.656e+06,1.6798e+06,1.7173e+06,1.7564e+06,1.5407e+06,1.5876e+06,1.629e+06,1.6847e+06,2.1423e+06,1.9399e+06,2.0116e+06,2.114e+06,2.3934e+06,2.4375e+06,2.4945e+06,2.5195e+06,2.3899e+06,2.3615e+06,2.5259e+06,2.6113e+06,2.5674e+06,2.6782e+06,2.718e+06,2.7435e+06,2.615e+06,2.8797e+06,3.2471e+06,3.2565e+06,3.4078e+06,3.472e+06
639,800,2200,23100,5300,7900,10600,13600,17400,21900,26900,32500,38400,44800,65900,59300,67400,76000,85100,95000,114300,116300,127500,139500,159400,165200,178800,200100,207900,224900,250800,255500,283800,289900,315100,326500,353000,373200,393900,408600,440000,460300,481600,504600,528400,552100,576700,602600,627900,654300,720800,730000,744600,765800,797600,982700,1.3618e+06,1.0721e+06,1.149e+06,1.1595e+06,1.2273e+06,1.2886e+06,1.3235e+06,1.3638e+06,1.1776e+06,1.1858e+06,1.241e+06,1.2399e+06,1.2084e+06,1.3761e+06,1.3565e+06,1.3805e+06,1.418e+06,1.4637e+06,1.4977e+06,1.5444e+06,1.5855e+06,1.6272e+06,1.6714e+06,1.7136e+06,1.7578e+06,1.8026e+06,1.8457e+06,1.8913e+06,1.9591e+06,1.9917e+06,2.4562e+06,2.6805e+06,2.6683e+06,2.7766e+06,2.7944e+06,2.8653e+06,2.9137e+06,3.015e+06,2.9761e+06,3.0115e+06,3.0249e+06,3.2657e+06,3.3249e+06,3.4259e+06,3.5373e+06
640,800,2200,3200,5400,7700,10800,14100,18700,22500,27100,32800,38800,45000,51900,59400,67500,76100,100500,95100,103400,117400,127900,139700,162400,165300,178900,200200,207800,223200,246200,255400,279400,289900,315300,326600,345700,372400,408500,408600,429900,465700,488400,506500,546800,550700,575400,600300,626300,653200,679400,706900,741300,764800,793100,828700,852300,889500,904800,954200,985800,1.0126e+06,1.0527e+06,1.0881e+06,1.1209e+06,1.1592e+06,1.1921e+06,1.2277e+06,1.2649e+06,1.3032e+06,1.3402e+06,1.379e+06,1.4175e+06,1.4748e+06,1.4983e+06,1.539e+06,1.5868e+06,1.6288e+06,1.6663e+06,1.7144e+06,1.7639e+06,1.8576e+06,1.8487e+06,1.8981e+06,1.937e+06,1.9866e+06,2.036e+06,2.0784e+06,2.1337e+06,2.1746e+06,2.23e+06,2.2788e+06,2.3329e+06,2.3993e+06,2.4311e+06,2.4876e+06,2.5338e+06,2.588e+06,2.6565e+06,2.6947e+06,2.7561e+06
641,500,1500,2800,4600,7100,9900,13400,17400,21900,26800,32400,38400,53300,51800,59400,68900,88700,85800,95200,105400,116300,138800,139500,152100,173800,179000,193000,215100,223200,246000,255400,280900,289900,315100,326600,352900,365500,386000,413700,435000,450100,472700,516700,501300,571000,575800,600500,626100,652600,686100,706900,735100,763700,799000,822300,858800,883500,920600,948400,1.001e+06,1.0229e+06,1.0539e+06,1.0875e+06,1.1225e+06,1.1569e+06,1.1931e+06,1.2288e+06,1.5469e+06,1.5611e+06,1.3961e+06,1.4895e+06,1.5252e+06,1.4684e+06,1.5048e+06,1.538e+06,1.5859e+06,1.6344e+06,1.6425e+06,1.7075e+06,1.7569e+06,1.8015e+06,1.8469e+06,1.892e+06,1.9426e+06,2.0452e+06,2.0355e+06,2.0787e+06,2.1309e+06,2.1738e+06,2.2367e+06,2.6585e+06,2.859e+06,2.9776e+06,3.0407e+06,3.3041e+06,3.5863e+06,3.2423e+06,3.3132e+06,3.7736e+06,3.4467e+06
642,800,1900,3700,6200,9200,12500,16900,22300,27100,33600,40500,47800,68800,64500,74100,84100,104000,114500,137300,131600,145400,159600,188300,190000,206400,236300,248100,260000,290800,298700,330700,340400,373400,385200,420000,443200,487400,494800,519200,546100,562300,602200,630800,641500,559100,584200,609900,708400,733500,701300,707900,743900,769800,792600,822400,859000,888100,922300,953100,978700,1.0185e+06,1.0527e+06,1.0889e+06,1.2305e+06,1.1813e+06,1.1937e+06,1.2299e+06,1.2668e+06,1.573e+06,1.6303e+06,1.7868e+06,1.7579e+06,1.7891e+06,1.8219e+06,1.8698e+06,1.9168e+06,1.9779e+06,1.9421e+06,1.9824e+06,1.9244e+06,2.0782e+06,1.9632e+06,1.958e+06,1.9962e+06,2.0225e+06,2.372e+06,2.3414e+06,2.2948e+06,2.3421e+06,2.3852e+06,2.428e+06,2.4279e+06,2.5181e+06,2.635e+06,2.8822e+06,2.9853e+06,3.0854e+06,3.2383e+06,3.2347e+06,3.3024e+06
643,900,2200,3900,5300,7900,10500,13800,17500,22000,27000,46900,38600,45200,52000,59400,67500,76100,94000,95100,105400,116200,127700,139600,152200,165300,186000,194900,209600,239400,239800,271100,273100,299800,315400,326600,353000,365400,392800,413900,435100,450000,479600,502500,526200,550200,573800,600800,631200,633800,684600,713300,735300,772900,786600,822500,859100,883600,920800,947000,985900,1.0184e+06,1.0507e+06,1.0797e+06,1.1207e+06,1.156e+06,1.1926e+06,1.2279e+06,1.2719e+06,1.3022e+06,1.4072e+06,1.388e+06,1.4232e+06,1.4618e+06,1.4984e+06,1.5492e+06,1.5824e+06,1.6312e+06,1.7025e+06,1.7249e+06,1.771e+06,1.8121e+06,1.8601e+06,1.9017e+06,1.96e+06,2.0034e+06,2.0341e+06,2.0779e+06,2.1303e+06,2.1733e+06,2.2646e+06,2.2818e+06,2.3276e+06,2.4011e+06,2.4362e+06,2.4863e+06,2.5492e+06,2.6047e+06,2.9253e+06,2.7085e+06,3.1744e+06
644,700,1800,3200,5100,7300,10200,13600,17500,21900,27100,32600,50000,45100,51900,59400,67400,76000,85200,104900,105300,116200,127500,147000,154000,221100,257100,241200,259800,344900,298800,333500,340800,374300,385000,408400,443700,457100,503500,489000,535900,606500,473900,512000,535500,559600,578300,601000,626000,658800,703100,708000,736600,763800,792900,838500,852600,890100,914900,953400,979200,1.0122e+06,1.0527e+06,1.0859e+06,1.1206e+06,1.1572e+06,1.192e+06,1.2471e+06,1.2658e+06,1.3025e+06,1.3473e+06,1.379e+06,1.418e+06,1.4638e+06,1.5017e+06,1.5492e+06,1.5866e+06,1.6221e+06,1.671e+06,1.7136e+06,1.757e+06,1.8024e+06,2.1618e+06,1.8906e+06,1.9374e+06,1.983e+06,2.0296e+06,2.0778e+06,2.1321e+06,2.1895e+06,2.2355e+06,2.2764e+06,2.3324e+06,2.3835e+06,2.4638e+06,2.7399e+06,2.6263e+06,2.6926e+06,2.9359e+06,2.7006e+06,2.7524e+06
645,600,1700,3500,5400,7700,10900,14200,18300,22600,27500,33200,39200,45500,52500,60400,77800,77000,86100,95800,106100,129600,128500,142100,163300,165300,193900,194700,223500,224800,239600,256000,272300,299000,315700,326600,352700,365500,392900,413500,435300,447100,480800,502700,526500,550700,576100,600600,625900,653000,679500,706600,735700,774700,799000,822600,863700,878400,931400,948900,990400,1.0204e+06,1.0525e+06,1.0865e+06,1.1205e+06,1.1558e+06,1.1923e+06,1.2464e+06,1.2654e+06,1.3031e+06,1.3466e+06,1.384e+06,1.4182e+06,1.4647e+06,1.4975e+06,1.545e+06,1.5971e+06,1.6243e+06,1.6724e+06,1.9108e+06,1.7701e+06,1.8131e+06,2.0102e+06,1.9037e+06,2.0331e+06,1.9886e+06,2.0303e+06,2.0768e+06,2.3872e+06,2.4654e+06,2.4983e+06,2.6109e+06,2.5925e+06,2.7515e+06,2.6995e+06,2.6383e+06,2.7273e+06,3.0347e+06,3.1602e+06,3.1796e+06,3.4398e+06
646,1000,2200,4000,5200,7900,10500,13800,17600,22000,27000,32600,38600,45100,52000,59400,76700,76100,85300,94900,105400,123700,127700,139700,154500,176300,178900,193100,216100,231000,239800,255400,281800,290300,308200,334700,345800,374100,393500,406700,436000,457900,480700,503600,527000,551500,576200,639300,633400,660300,689100,710100,741700,763900,792400,828500,852900,889900,914600,952500,984800,931100,1.0635e+06,1.0897e+06,1.1231e+06,1.158e+06,1.1986e+06,1.23e+06,1.2673e+06,1.6061e+06,1.7036e+06,1.4245e+06,1.6621e+06,1.7345e+06,2.0244e+06,2.0387e+06,2.1713e+06,2.1341e+06,2.209e+06,2.3655e+06,2.3293e+06,2.3404e+06,2.3944e+06,2.4479e+06,2.4872e+06,2.4935e+06,2.5601e+06,2.6705e+06,2.6861e+06,2.6239e+06,2.5956e+06,2.6381e+06,2.7346e+06,2.3867e+06,3.0681e+06,3.1402e+06,3.2296e+06,3.1131e+06,3.2909e+06,3.2823e+06,3.4781e+06
647,900,2700,4300,6900,9800,13700,17900,22700,28100,34400,41400,48800,57000,65700,75100,85500,96100,107800,131400,132900,146300,162000,156600,153800,167000,195000,193800,217000,223200,241300,269300,273900,300500,308900,335900,354400,366300,394700,417500,428900,450900,481100,646100,698200,655400,722600,753600,1.0519e+06,826000,855600,887300,920800,964500,1.0652e+06,835300,862500,913400,929300,1.0102e+06,987500,1.0128e+06,1.0517e+06,1.0866e+06,1.121e+06,1.1559e+06,1.233e+06,1.2295e+06,1.2654e+06,1.3031e+06,1.4183e+06,1.6698e+06,1.7375e+06,1.7841e+06,1.8295e+06,1.6913e+06,1.6975e+06,1.636e+06,1.6732e+06,1.7256e+06,1.8924e+06,2.0354e+06,2.0923e+06,2.1057e+06,2.1835e+06,2.1995e+06,2.0385e+06,2.1297e+06,2.5532e+06,2.6754e+06,2.8615e+06,2.8643e+06,2.9687e+06,2.99e+06,3.0883e+06,3.1186e+06,3.239e+06,3.2702e+06,3.313e+06,3.3713e+06,3.3e+06
648,900,2200,5300,6100,9600,10900,14300,18100,21800,27000,32400,38700,45000,51800,74000,67400,76100,85200,95000,105300,116300,127600,139600,159300,165300,178900,203500,207900,223200,239200,255900,281500,304200,314600,326500,345900,372400,386000,413700,435400,457200,479600,495900,526300,550600,564400,601600,626800,653000,680000,710300,736400,769600,792700,829500,852200,883400,915000,961200,979000,1.0185e+06,1.0517e+06,1.0862e+06,1.1489e+06,1.3668e+06,1.3059e+06,1.4118e+06,1.3718e+06,1.3059e+06,1.3409e+06,1.3956e+06,1.4016e+06,1.4626e+06,1.5041e+06,1.5384e+06,1.6181e+06,1.6297e+06,1.671e+06,1.9008e+06,2.1983e+06,2.1801e+06,2.1725e+06,2.1074e+06,1.9559e+06,2.0123e+06,2.0284e+06,2.4501e+06,2.6608e+06,2.7409e+06,2.8017e+06,2.8757e+06,2.9639e+06,2.993e+06,2.9525e+06,3.0804e+06,3.1897e+06,3.2571e+06,3.3173e+06,3.3951e+06,3.4732e+06
649,800,1900,3200,5100,7300,10300,8300,17700,23000,27900,32800,38900,45200,52000,62300,67900,76600,99200,96000,106300,117200,138400,140600,153000,166300,186500,194300,216100,224300,239900,264500,272700,297700,309000,327600,353900,366400,394200,414300,437200,461800,480400,503400,527300,550700,576000,601400,630100,653200,680000,714000,735700,764100,801200,823400,877000,892200,922000,947400,986300,1.0199e+06,1.0471e+06,1.0872e+06,1.1213e+06,1.1571e+06,1.1934e+06,1.2589e+06,1.2769e+06,1.3198e+06,1.3525e+06,1.3894e+06,1.4257e+06,1.4583e+06,1.5039e+06,1.5445e+06,1.5699e+06,1.6286e+06,1.671e+06,1.7146e+06,1.7579e+06,1.8031e+06,1.8687e+06,1.876e+06,1.9375e+06,1.9886e+06,2.0289e+06,2.0839e+06,2.1432e+06,2.1796e+06,2.2248e+06,2.2718e+06,2.3296e+06,2.3883e+06,2.7251e+06,2.8228e+06,2.5511e+06,2.5999e+06,2.6704e+06,2.7084e+06,2.768e+06
650,600,1800,3000,4900,7200,10100,13600,17500,21900,26900,46800,55400,46000,52300,74700,84400,95200,119800,118900,131900,145400,159600,195100,190400,206500,249700,241300,271700,279100,298700,330500,285300,335200,412800,327600,358700,376400,385800,413700,435000,457100,472700,495800,526600,549700,575500,600500,626000,658700,679800,707100,736300,965700,1.0062e+06,987900,1.0126e+06,1.0739e+06,1.0932e+06,961400,986900,1.0697e+06,1.3524e+06,1.1336e+06,1.2143e+06,1.2267e+06,1.2644e+06,1.2295e+06,1.3001e+06,1.5352e+06,1.4039e+06,1.4727e+06,1.4636e+06,1.4593e+06,1.5041e+06,1.5452e+06,1.5672e+06,1.6283e+06,1.6895e+06,1.7137e+06,1.7566e+06,1.8023e+06,1.8466e+06,1.8931e+06,1.937e+06,1.9928e+06,2.0293e+06,2.0768e+06,2.1251e+06,2.1798e+06,2.3436e+06,2.2819e+06,2.8147e+06,2.8494e+06,2.912e+06,2.9921e+06,3.0979e+06,3.058e+06,3.1831e+06,4.7272e+06,3.4509e+06
651,800,2000,3500,5900,9600,12500,16700,21900,27400,33500,40100,49800,57400,65900,74500,86500,77700,85900,95600,105500,116200,127700,139600,152100,165200,178800,193200,208000,223100,239000,255500,272600,290000,321500,326800,356800,376200,394900,415000,444100,446300,480700,502800,526300,550300,575100,600300,626400,652500,679500,707200,734900,763700,799700,830200,853600,874500,933400,995900,1.0412e+06,1.0875e+06,1.0542e+06,1.0806e+06,1.1046e+06,1.1972e+06,1.2094e+06,1.2339e+06,1.2684e+06,1.3024e+06,1.3404e+06,1.3845e+06,1.4177e+06,1.4579e+06,1.5064e+06,1.5448e+06,1.4759e+06,1.6293e+06,1.6702e+06,1.7137e+06,1.7579e+06,1.8333e+06,1.8467e+06,1.8914e+06,1.9518e+06,1.9838e+06,2.0303e+06,2.085e+06,2.1568e+06,2.1913e+06,2.2426e+06,2.2903e+06,2.3406e+06,2.4139e+06,2.4333e+06,2.4841e+06,2.5303e+06,2.5948e+06,2.6579e+06,2.7007e+06,2.7511e+06
652,600,1400,3600,4600,6900,20400,13400,17400,21900,26900,32400,38200,44800,51800,59300,76300,76100,85300,95100,105300,118100,128300,153900,152100,165300,190500,193300,208000,230900,239100,262800,272600,297100,308300,333700,353100,365600,393000,414000,428000,458400,479800,503100,526500,559000,575600,600800,626800,652900,679600,744500,735800,764000,799400,822700,843200,883600,921100,957100,974600,1.0068e+06,1.0396e+06,1.0739e+06,1.1656e+06,1.1595e+06,1.1941e+06,1.2434e+06,1.268e+06,1.6825e+06,1.4907e+06,1.4265e+06,1.4186e+06,1.4579e+06,1.5039e+06,1.5387e+06,1.5722e+06,1.6637e+06,1.6804e+06,1.7148e+06,1.7583e+06,1.8016e+06,1.8468e+06,1.8911e+06,2.0954e+06,2.223e+06,2.081e+06,2.0854e+06,2.1271e+06,2.2741e+06,2.6995e+06,2.7571e+06,2.7842e+06,2.8685e+06,3.0725e+06,3.1178e+06,3.149e+06,3.2596e+06,3.316e+06,3.3913e+06,3.4266e+06
653,800,2300,4100,5100,7300,10300,13800,17600,22100,27200,33700,39200,78800,64900,74200,84100,95100,106500,87700,119800,116100,127700,139800,161400,165200,179000,194800,209700,238700,240800,272100,273000,299900,308000,326500,352700,365700,392700,413700,435100,449900,487600,505600,526400,550400,575200,600500,586000,749000,682500,707900,741000,763200,792600,828200,852500,898500,930100,955100,981200,982200,1.0546e+06,1.2077e+06,1.4026e+06,1.4178e+06,1.478e+06,1.2352e+06,1.266e+06,1.3032e+06,1.3205e+06,1.3454e+06,1.4246e+06,1.4578e+06,1.5042e+06,1.5728e+06,1.7993e+06,1.625e+06,1.8013e+06,2.0735e+06,2.1827e+06,2.1688e+06,2.2314e+06,2.3307e+06,2.4214e+06,2.3432e+06,2.4627e+06,2.3867e+06,2.2755e+06,2.3373e+06,2.3206e+06,2.2751e+06,2.325e+06,2.919e+06,2.796e+06,2.8904e+06,2.8282e+06,3.0146e+06,3.0511e+06,3.175e+06,3.0972e+06
654,900,1700,3500,5000,7300,10200,13600,17400,21800,26900,32600,38500,44700,66100,59600,67500,76000,79900,96800,106100,116400,121800,139800,150500,165200,179100,200600,208000,223200,246300,255500,279500,290000,315100,333700,346000,372900,393200,406600,435300,457100,480300,503100,519300,552200,606400,602700,626600,652800,679600,706800,735100,766300,799300,823000,858500,883500,921000,946900,986800,1.0193e+06,1.0461e+06,1.0802e+06,1.1214e+06,1.1562e+06,1.1918e+06,1.2293e+06,1.2647e+06,1.3085e+06,1.3604e+06,1.3821e+06,1.4244e+06,1.4573e+06,1.504e+06,1.5385e+06,1.586e+06,1.6279e+06,1.6979e+06,1.6486e+06,1.7582e+06,1.8026e+06,1.9856e+06,1.8932e+06,1.9388e+06,2.0187e+06,2.6041e+06,2.4844e+06,2.7239e+06,2.7274e+06,2.8198e+06,2.8605e+06,2.9394e+06,2.8857e+06,2.7129e+06,2.7863e+06,2.9849e+06,3.1314e+06,3.3021e+06,3.3811e+06,3.3814e+06
655,800,1600,3400,5800,8700,12400,17800,18300,22800,27600,32700,52200,44900,52000,59400,67500,76100,87100,95800,105900,111300,138900,139700,152300,173400,178900,193100,215200,223200,246000,255400,279400,289800,318700,340700,354200,365600,385800,414100,434800,450100,472400,502900,526900,553800,575200,600300,626300,652900,685900,706700,786500,765200,800400,823400,859700,884000,1.2136e+06,969300,986800,1.0133e+06,1.053e+06,1.2066e+06,1.3788e+06,1.4133e+06,1.4822e+06,1.3116e+06,1.333e+06,1.3797e+06,1.4066e+06,1.3806e+06,1.4361e+06,1.459e+06,1.5054e+06,1.5399e+06,1.7204e+06,1.6306e+06,1.6728e+06,1.7154e+06,1.769e+06,1.8077e+06,1.8485e+06,1.8933e+06,1.9424e+06,1.9922e+06,2.0366e+06,2.096e+06,2.139e+06,2.1914e+06,2.2257e+06,2.2917e+06,2.3397e+06,2.3917e+06,2.4415e+06,2.4921e+06,2.5683e+06,2.5925e+06,2.6482e+06,2.6966e+06,2.6971e+06
656,900,2200,3700,6100,9100,12800,16900,21700,27300,33500,40200,60900,56000,64600,74100,84200,94900,106400,117300,142800,155800,176800,174700,190100,234900,223400,193300,219700,223100,247400,255600,280000,290000,315100,326700,353100,372600,385900,413700,435000,457600,472600,503100,526200,550300,585500,580400,629200,653300,679600,708500,735000,769800,792700,822400,859100,883400,920800,952900,979900,1.0204e+06,1.0523e+06,1.0858e+06,1.1216e+06,1.1499e+06,1.1919e+06,1.2281e+06,1.2647e+06,1.3022e+06,1.3513e+06,1.4044e+06,1.4293e+06,1.4601e+06,1.5e+06,1.5411e+06,1.9121e+06,1.9176e+06,2.0468e+06,2.1139e+06,2.2339e+06,2.3056e+06,2.3089e+06,2.4019e+06,2.4363e+06,2.5572e+06,2.5527e+06,2.7211e+06,2.7342e+06,2.7324e+06,2.842e+06,2.8636e+06,2.9891e+06,3.0276e+06,3.0651e+06,3.1478e+06,3.1503e+06,3.0318e+06,3.1084e+06,2.9036e+06,3.3708e+06
657,900,2200,4100,5000,7300,10200,13800,17600,21900,26900,32500,38600,45000,66300,59300,67300,77800,85300,95100,105400,116400,127800,139700,160300,167000,180100,223700,218600,223200,248100,255500,272500,290100,315900,326700,354300,365600,386200,414500,436000,450300,514000,510000,600300,545900,551600,595000,622500,653300,686500,708100,735500,762200,796900,822700,855600,915200,937300,1.0226e+06,1.0792e+06,1.0739e+06,1.0467e+06,1.0862e+06,1.121e+06,1.1566e+06,1.2062e+06,1.2197e+06,1.2758e+06,1.3085e+06,1.3473e+06,1.3786e+06,1.4184e+06,1.4565e+06,1.4979e+06,1.5384e+06,1.5699e+06,3.3585e+06,1.6816e+06,2.1342e+06,2.1194e+06,2.1835e+06,2.326e+06,2.2947e+06,2.3378e+06,2.3829e+06,2.5039e+06,2.5614e+06,2.6813e+06,2.7578e+06,2.8486e+06,2.9309e+06,2.9282e+06,2.9781e+06,3.0412e+06,3.1325e+06,3.172e+06,3.2603e+06,3.3165e+06,3.8231e+06,3.4661e+06
